
1465055213,4.9,3.5,50,1.8,35.5,26.8
1465055223,30.6,64.6,50,1.8,35.5,26.8
1465055233,2.8,0.8,50,1.8,35.5,26.8
1465055243,1.2,0.7,50,1.8,35.5,26.8
1465055253,19.1,47.5,50,2.3,35.5,26.8
1465055303,12.9,96.6,51,3,35.5,26.8
1465055313,18.1,87.6,51,2.5,35.5,26.8
1465055333,4.1,98.5,51,3.6,35.5,26.8
1465055343,14.2,88.9,51,2.3,35.5,26.8
1465055553,47.5,55.7,51,3.1,35.5,26.8
1465055563,35.8,67.9,51,3,35.5,26.8
1465055573,44,60.1,51,3.3,35.5,26.8
1465055583,48.1,67.1,51,4.3,35.5,26.8
1465055603,76.9,27.7,51,4.2,35.5,26.8
1465055613,43.6,60,50,3.9,35.5,26.8
1465055623,35.6,68.1,50,3.4,35.5,26.8
1465055633,50.4,53.1,50,2.6,35.5,26.8
1465055643,61.4,41.7,50,3.4,35.5,26.8
1465055653,34.7,72,50,2.5,35.5,26.8
1465055663,19.8,83.4,50,4.9,35.5,26.8
1465055673,37.8,66.7,50,3.2,35.5,26.8
1465055683,58.7,45,50,3.2,35.5,26.8
1465055693,61.8,41.6,50,2.9,35.5,26.8
1465055703,52.2,51.8,50,3.7,35.5,26.8
1465055723,67.8,37,50,4.5,35.5,26.8
1465055733,74.8,29.1,50,2.7,35.5,26.8
1465055743,36.5,66.6,50,4.6,35.5,26.8
1465055753,47.8,56,50,3.1,35.5,26.8
1465055763,59.6,44.4,50,3.1,35.5,26.8
1465055773,67.1,37.2,50,3.6,35.5,26.8
1465055783,64.4,38.5,50,3.5,35.5,26.8
1465055793,61.5,42.5,50,3.1,35.5,26.8
1465055803,45.7,58.2,50,3.2,35.5,26.8
1465055813,6.9,96.5,50,3.9,35.5,26.8
1465055823,39.7,67.8,50,3.7,35.5,26.8
1465055833,56.5,47.1,50,4,35.5,26.8
1465055843,23.1,80.6,50,3.3,35.5,26.8
1465055853,51.3,52.1,50,2.7,35.5,26.8
1465055863,29.8,74.8,50,3.4,35.5,26.8
1465055873,23.5,79.7,50,3.6,35.5,26.8
1465055883,36.6,66.6,50,4.4,35.5,26.8
1465055893,52.9,51.3,50,3,35.5,26.8
1465055903,36.2,67.2,50,4,35.5,26.8
1465055913,54.9,50.3,50,3.4,35.5,26.8
1465055923,54.8,48.3,50,3.6,35.5,26.8
1465055933,44.3,60.2,50,3,35.5,26.8
1465055943,15.6,91.5,50,2.7,35.5,26.8
1465055963,45.2,65.6,50,3.5,35.5,26.8
1465055973,16.6,86.1,50,3.9,35.5,26.8
1465055983,20.1,84.7,50,3.8,35.5,26.8
1465056003,35.4,68.5,50,3,35.5,26.8
1465056013,33.2,69.8,50,3.9,35.5,26.8
1465056023,80.3,22.8,50,3.9,35.5,26.8
1465056033,50.3,53.3,50,2.8,35.5,26.8
1465056043,31,72.3,50,3.3,35.5,26.8
1465056053,48.4,59.6,50,3.3,35.5,26.8
1465056063,47.2,55.8,50,3.7,35.5,26.8
1465056073,75.3,28.4,50,2.7,35.5,26.8
1465056083,40.8,63.2,50,3.5,35.5,26.8
1465056093,49.1,54.2,50,3.4,35.5,26.8
1465056103,35.2,72,50,3.8,35.5,26.8
1465056113,51.7,54.5,50,3,35.5,26.8
1465056123,67.4,35.5,50,3.2,35.5,26.8
1465056133,30.4,76,50,3,35.5,26.8
1465056143,57.8,45.6,50,3,35.5,26.8
1465056153,84.9,18.4,50,2.8,35.5,26.8
1465056163,58.5,44.7,50,2.4,35.5,26.8
1465056173,33.4,2,50,2.2,35.5,26.8
1465056183,2.5,1.8,51,2.2,35.5,26.8
1465056193,0.6,1.8,50,2.2,35.5,26.8
1465056203,0.7,1.1,51,2.2,35.5,26.8
1465056213,0.6,1.1,51,2.2,35.5,26.8
1465056223,0.6,1.1,51,2.2,35.5,26.8
1465056233,0.7,1,51,2.2,35.5,26.8
1465056243,0.6,1.1,51,2.2,35.5,26.8
1465056253,0.7,1,51,2.2,35.5,26.8
1465056273,1.3,0.5,51,2.2,35.5,26.8
1465056283,0.9,0.8,50,2.2,35.5,26.8
1465056293,0.6,0.9,51,2.2,35.5,26.8
1465056303,0.4,1.1,51,2.2,35.5,26.8
1465056313,0.9,0.5,51,2.2,35.5,26.8
1465056323,0.5,1.2,51,2.2,35.5,26.8
1465056333,0.3,1,50,2.2,35.5,26.8
1465056343,0.5,1.2,51,2.2,35.5,26.8
1465056353,0.3,1,50,2.2,35.5,26.8
1465056363,1.1,0.5,51,2.2,35.5,26.8
1465056373,2.1,1,50,2.2,35.5,26.8
1465056383,0.4,1.2,50,2.2,35.5,26.8
1465056393,0.5,1.1,50,2.2,35.5,26.8
1465056403,0.5,1,51,2.2,35.5,26.8
1465056413,5.9,1.6,50,2.2,35.5,26.8
1465056423,0.6,1.2,50,2.2,35.5,26.8
1465056433,0.8,1.6,50,2.2,35.5,26.8
1465056443,0.5,2.7,51,2.2,35.5,26.8
1465056453,3.8,8.5,50,2.2,35.5,26.8
1465056463,0.7,2.2,51,2.2,35.5,26.8
1465056473,25.9,37.6,51,2.2,30,26.8
1465056483,74.4,64.6,50,2.3,30.8,26.8
1465056493,81.2,67.3,51,2.4,31.2,26.8
1465056503,92.9,39.4,51,2.4,31.4,26.8
1465056513,95.4,62.9,51,2.5,31.8,26.8
1465056523,84.4,72.7,50,2.5,32.1,26.8
1465056533,97.9,58,50,2.5,32.6,26.8
1465056543,84.5,71.7,51,2.6,33.1,26.8
1465056553,90.5,52.3,50,2.7,33.6,26.8
1465056563,97.2,69.4,50,2.8,34.2,26.8
1465056573,99.2,48.2,50,2.8,34.7,26.8
1465056583,93.1,60.4,50,2.8,35,26.8
1465056603,97.7,55.7,51,2.9,35.5,26.8
1465056613,12.9,30.1,50,2.9,35.5,26.8
1465056623,1.4,0.5,51,2.9,35.5,26.8
1465056633,6.7,10.7,51,3.3,35.5,26.8
1465056643,44.7,51.1,51,5.3,35.5,26.8
1465056653,13.6,53.1,51,4.9,34.1,26.8
1465056663,74.3,49,51,4.1,32.1,26.8
1465056673,72.9,81.8,51,3.7,30.8,26.8
1465056683,59.9,49.9,51,2.8,29.1,26.8
1465056693,9.4,1.3,51,2.7,28.7,26.8
1465056703,0.6,1,50,2.7,28.7,26.8
1465056713,2.9,3.8,50,2.7,28.7,26.8
1465056723,3.7,0.3,50,2.7,28.7,26.8
1465056733,1.1,0.4,50,2.7,28.7,26.8
1465056743,0.8,0.6,50,2.7,28.7,26.8
1465056753,1.2,0.4,50,2.7,28.7,26.8
1465056763,1.2,0.3,50,2.7,28.7,26.8
1465056773,1.1,0.2,50,2.7,28.7,26.8
1465056783,0.4,1.3,50,2.7,28.7,26.8
1465056793,1,0.4,50,2.7,28.7,26.8
1465056803,0.5,1.2,50,2.7,28.7,26.8
1465056813,1.1,0.2,50,2.7,28.7,26.8
1465056823,1.2,0.2,50,2.7,28.7,26.8
1465056833,1.3,0.3,51,2.7,28.7,26.8
1465056843,0.3,1,51,2.7,28.7,26.8
1465056853,0.4,1.1,51,2.7,28.7,26.8
1465056863,0.3,1.1,51,2.7,28.7,26.8
1465056873,0.5,1.1,51,2.7,28.7,26.8
1465056883,0.5,1.2,51,2.7,28.7,26.8
1465056893,0.3,0.9,51,2.7,28.7,26.8
1465056903,1.4,0.5,51,2.7,28.7,26.8
1465056913,1.2,0.5,51,2.7,28.7,26.8
1465056923,1.4,0.3,51,2.7,28.7,26.8
1465056933,0.5,1,51,2.7,28.7,26.8
1465056943,0.4,0.9,51,2.7,28.7,26.8
1465056953,0.3,1.3,51,2.7,28.7,26.8
1465056963,0.5,1,51,2.7,28.7,26.8
1465056973,0.2,1.2,51,2.7,28.7,26.8
1465056983,1,1.5,51,2.7,28.7,26.8
1465056993,4,0.3,51,2.7,28.7,26.8
1465057003,1,0.2,51,2.7,28.7,26.8
1465057013,1.5,0.4,51,2.7,28.7,26.8
1465057023,3.4,3.6,50,2.6,28.7,26.8
1465057033,1,1.4,50,2.6,28.7,26.8
1465057043,0.4,1.1,50,2.6,28.7,26.8
1465057053,0.8,1.1,50,2.6,28.7,26.8
1465057063,2.4,1.9,50,2.6,28.7,26.8
1465057073,1.8,0.9,50,2.6,28.7,26.8
1465057083,14.5,53,51,2.6,29.2,26.8
1465057093,94.1,93.3,51,2.9,29.9,26.8
1465057113,70.4,98.5,51,3.3,30.1,26.8
1465057123,93.1,85.3,51,3.4,30.3,26.8
1465057133,99.3,15.9,50,3.5,30.5,26.8
1465057143,86.2,85.9,50,3.7,30.7,26.8
1465057153,91.2,66.5,50,3.7,31,26.8
1465057173,90.2,60.3,50,4,31.4,26.8
1465057183,97.3,71.9,50,4.1,31.7,26.8
1465057193,93.8,57.3,50,4.2,32,26.8
1465057213,68.1,89.5,51,4.5,32.6,26.8
1465057223,68.7,84.7,51,4.7,32.9,26.8
1465057233,77.4,61.5,50,4.8,33.2,26.8
1465057243,76.9,75,50,5,33.4,26.8
1465057263,79.9,66.3,51,5.2,33.9,26.8
1465057273,78.4,64.3,51,5.4,34.1,26.8
1465057293,100,71.4,50,5.8,34.5,26.8
1465057303,68.7,79.6,50,5.9,34.7,26.8
1465057313,60.6,96.9,51,6.1,35,26.8
1465057323,82.8,93.4,51,6.1,35.2,26.8
1465057333,73.2,96.7,51,6.3,35.4,26.8
1465057343,55.9,73.9,51,6.5,35.5,26.8
1465057353,16.5,14.9,50,6.4,35.5,26.8
1465057363,1.6,22.8,50,6.5,35.5,26.8
1465057373,29.5,25.2,51,6.4,35.5,26.8
1465057383,0.7,1.3,51,6.4,35.5,26.8
1465057403,0.6,1.8,51,6.4,35.5,26.8
1465057413,0.8,2.1,51,6.4,35.5,26.8
1465057423,0.7,1.8,51,6.4,35.5,26.8
1465057433,1.1,1.6,51,6.4,35.5,26.8
1465057453,1,0.4,51,6.4,35.5,26.8
1465057463,0.5,2.4,51,6.4,35.5,26.8
1465057473,0.6,2.2,51,6.4,35.5,26.8
1465057483,0.5,2.2,51,6.4,35.5,26.8
1465057493,0.5,2.3,51,6.3,35.5,26.8
1465057503,0.9,1.7,51,6.3,35.5,26.8
1465057513,0.5,2.8,51,6.3,35.5,26.8
1465057523,0.7,2.3,51,6.3,35.5,26.8
1465057533,0.5,2.6,51,6.3,35.5,26.8
1465057543,1.1,1.6,51,6.3,35.5,26.8
1465057553,1,1.9,51,6.3,35.5,26.8
1465057563,1.4,1.7,51,6.3,35.5,26.8
1465057573,1.1,2.5,51,6.3,35.5,26.8
1465057583,1.5,2.3,51,6.3,35.5,26.8
1465057593,1.4,2.2,51,6.4,35.5,26.8
1465057603,1.9,2.3,51,6.4,35.5,26.8
1465057613,2.1,1.9,51,6.4,35.5,26.8
1465057623,2.5,1.5,51,6.4,35.5,26.8
1465057633,2.4,1.6,51,6.4,35.5,26.8
1465057643,2.4,1.6,51,6.4,35.5,26.8
1465057653,2.6,1.2,51,6.3,35.5,26.8
1465057663,2.3,1.8,51,6.4,35.5,26.8
1465057673,2.6,1.2,51,6.3,35.5,26.8
1465057683,2.1,1.7,51,6.3,35.5,26.8
1465057693,2.6,1.4,51,6.3,35.5,26.8
1465057703,2.7,1.2,51,6.3,35.5,26.8
1465057713,1,1.4,51,6.3,35.5,26.8
1465057723,1,1.6,51,6.3,35.5,26.8
1465057733,1.1,1.4,51,6.3,35.5,26.8
1465057743,1.4,1.5,51,6.3,35.5,26.8
1465057753,0.9,1.8,51,6.3,35.5,26.8
1465057763,2.2,0.2,51,6.3,35.5,26.8
1465057773,1.8,0.5,51,6.3,35.5,26.8
1465057783,1.3,1.2,51,6.3,35.5,26.8
1465057793,2.2,0.9,51,6.3,35.5,26.8
1465057803,2.5,0.9,51,6.3,35.5,26.8
1465059450,0.9,2.2,50,1.5,35.6,26.8
1465059580,0.7,2.1,50,1.5,35.6,26.8
1465059600,1.1,1.3,50,1.5,35.6,26.8
1465059610,1.4,1.1,50,1.5,35.6,26.8
1465059620,1.3,1.5,50,1.5,35.6,26.8
1465059630,1.3,1.1,50,1.5,35.6,26.8
1465059640,2,1.2,50,1.6,35.6,26.8
1465059660,1.5,1,50,1.6,35.6,26.8
1465059670,0.9,0.9,50,1.6,35.6,26.8
1465059680,1.7,0.8,50,1.6,35.6,26.8
1465059690,0.9,1.7,50,1.6,35.6,26.8
1465059700,1.6,0.6,50,1.6,35.6,26.8
1465059780,1.4,0.7,50,1.6,35.6,26.8
1465059790,2,1.6,50,1.6,35.6,26.8
1465059820,1.4,1.4,50,1.6,35.6,26.8
1465059900,0.7,1.7,50,1.7,35.6,26.8
1465059920,1.6,0.4,50,1.7,35.6,26.8
1465059930,1.9,0.7,50,1.8,35.6,26.8
1465059940,1.4,0.7,50,1.8,35.6,26.8
1465059990,2.5,5.1,50,2.1,35.6,26.8
1465060000,1.3,1.7,50,2.1,35.6,26.8
